Timestamp,Username,Status,TI,Sb,Sc,SVM,Live_CPM,Train_CPM,Live_Backspaces,Train_Backspaces,Live_Hold_Avg,Train_Hold_Avg,Live_Hold_Max,Train_Hold_Max,Live_Hold_Min,Train_Hold_Min,Live_Lat_Avg,Train_Lat_Avg,Live_Lat_Max,Train_Lat_Max,Live_Lat_Min,Train_Lat_Min,Live_Digraph_Avg,Train_Digraph_Avg,Live_Digraph_Max,Train_Digraph_Max,Live_Digraph_Min,Train_Digraph_Min,Live_Rel_Avg,Train_Rel_Avg,Live_Rel_Max,Train_Rel_Max,Live_Rel_Min,Train_Rel_Min,Machine_ID,MAC,IP,Host,Reg_Key
2026-01-26 23:43:38,ravindu,SUCCESS,100.0,100.0,100,0.054710310616973956,725.312,733.715,0.0,0.0,117.11,120.772,191.231,195.056,71.893,74.502,177.677,185.8,282.329,328.063,81.917,107.088,117.11,103.44,191.231,178.124,71.893,41.265,177.622,185.452,280.819,326.866,74.903,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:43:50,ravindu,DENIED,52.0,20.0,100,-0.5653613907364511,129.766,733.715,0.0,0.0,107.984,120.772,190.987,195.056,64.123,74.502,201.733,185.8,392.07,328.063,87.026,107.088,107.984,103.44,190.987,178.124,64.123,41.265,201.881,185.452,431.783,326.866,73.105,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:43:54,ravindu,SUCCESS,100.0,100.0,100,0.14454224577656116,727.288,733.715,0.0,0.0,116.048,120.772,186.3,195.056,71.472,74.502,184.867,185.8,446.538,328.063,89.251,107.088,101.329,103.44,186.3,178.124,38.816,41.265,185.242,185.452,407.889,326.866,71.472,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:44:00,ravindu,DENIED,52.0,20.0,100,-0.6182051870368428,259.069,733.715,0.0,0.0,90.41,120.772,153.508,195.056,34.999,74.502,143.974,185.8,227.043,328.063,76.002,107.088,82.61,103.44,153.508,178.124,32.001,41.265,144.371,185.452,228.567,326.866,36.005,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:44:03,ravindu,DENIED,52.0,20.0,100,-0.4344921096436232,1016.691,733.715,0.0,0.0,93.91,120.772,150.945,195.056,72.463,74.502,133.669,185.8,224.887,328.063,36.537,107.088,75.011,103.44,145.537,178.124,35.926,41.265,130.043,185.452,222.83,326.866,35.926,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:44:06,ravindu,SUCCESS,100.0,100.0,100,0.06770674135028798,744.12,733.715,0.0,0.0,112.763,120.772,187.055,195.056,74.513,74.502,185.938,185.8,278.012,328.063,123.978,107.088,112.763,103.44,187.055,178.124,74.513,41.265,185.323,185.452,316.664,326.866,74.734,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:44:53,ravindu,DENIED,52.0,20.0,100,-0.7739501956482241,40.205,733.715,2.0,0.0,114.506,120.772,189.986,195.056,74.983,74.502,228.216,185.8,862.96,328.063,36.997,107.088,104.506,103.44,189.986,178.124,39.985,41.265,228.117,185.452,903.862,326.866,75.017,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:44:56,ravindu,SUCCESS,100.0,100.0,100,0.061261363291484794,778.766,733.715,0.0,0.0,113.363,120.772,189.606,195.056,74.07,74.502,166.315,185.8,276.382,328.063,103.013,107.088,98.151,103.44,151.974,178.124,37.487,41.265,166.305,185.452,309.177,326.866,75.036,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:03,ravindu,DENIED,52.0,20.0,100,-0.48761196073861457,206.766,733.715,0.0,0.0,116.576,120.772,187.898,195.056,70.683,74.502,185.982,185.8,346.21,328.063,114.994,107.088,116.576,103.44,187.898,178.124,70.683,41.265,189.676,185.452,344.491,326.866,73.059,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:06,ravindu,SUCCESS,94.0,90.0,100,-0.038642609820070395,820.845,733.715,0.0,0.0,116.017,120.772,188.98,195.056,71.063,74.502,169.352,185.8,283.452,328.063,73.534,107.088,78.489,103.44,115.852,178.124,36.001,41.265,165.673,185.452,326.207,326.866,72.779,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:14,ravindu,DENIED,52.0,20.0,100,-0.501299662338059,209.771,733.715,0.0,0.0,108.488,120.772,188.999,195.056,73.29,74.502,181.499,185.8,350.995,328.063,128.004,107.088,108.488,103.44,188.999,178.124,73.29,41.265,185.346,185.452,352.066,326.866,73.29,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:17,ravindu,SUCCESS,100.0,100.0,100,0.07618930257451428,755.165,733.715,0.0,0.0,114.922,120.772,187.88,195.056,65.593,74.502,175.75,185.8,304.37,328.063,107.465,107.088,114.922,103.44,187.88,178.124,65.593,41.265,175.487,185.452,299.979,326.866,74.772,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:25,ravindu,DENIED,52.0,20.0,100,-0.47278460722309823,210.35,733.715,0.0,0.0,118.106,120.772,187.738,195.056,74.564,74.502,188.363,185.8,345.654,328.063,116.68,107.088,103.485,103.44,147.849,178.124,41.526,41.265,192.603,185.452,382.595,326.866,77.951,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:28,ravindu,SUCCESS,100.0,100.0,100,0.09573725365148134,763.475,733.715,0.0,0.0,123.634,120.772,190.636,195.056,72.275,74.502,175.149,185.8,301.752,328.063,111.95,107.088,94.22,103.44,151.143,178.124,37.084,41.265,179.327,185.452,305.661,326.866,77.093,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:35,ravindu,DENIED,52.0,20.0,100,-0.558566596507084,236.489,733.715,0.0,0.0,123.26,120.772,183.065,195.056,108.996,74.502,181.061,185.8,325.808,328.063,116.369,107.088,123.26,103.44,183.065,178.124,108.996,41.265,180.868,185.452,328.278,326.866,112.423,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:39,ravindu,SUCCESS,100.0,100.0,100,0.06029890154876394,684.801,733.715,0.0,0.0,132.88,120.772,192.523,195.056,73.033,74.502,196.159,185.8,299.103,328.063,144.77,107.088,117.889,103.44,192.523,178.124,36.049,41.265,199.992,185.452,302.221,326.866,75.196,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:46,ravindu,DENIED,52.0,20.0,100,-0.4938431987314351,227.489,733.715,0.0,0.0,116.502,120.772,188.332,195.056,67.013,74.502,176.179,185.8,300.988,328.063,98.8,107.088,85.655,103.44,154.059,178.124,32.791,41.265,180.169,185.452,297.0,326.866,37.999,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:49,ravindu,SUCCESS,100.0,100.0,100,0.08329430507358448,716.538,733.715,0.0,0.0,125.064,120.772,189.439,195.056,104.543,74.502,184.064,185.8,300.227,328.063,130.415,107.088,109.658,103.44,155.271,178.124,35.371,41.265,184.061,185.452,293.508,326.866,75.239,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:55,ravindu,DENIED,52.0,20.0,100,-0.4300753882084004,258.832,733.715,0.0,0.0,123.809,120.772,190.112,195.056,70.835,74.502,183.824,185.8,300.228,328.063,113.014,107.088,108.626,103.44,185.166,178.124,38.279,41.265,179.702,185.452,294.201,326.866,78.096,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:45:59,ravindu,SUCCESS,100.0,100.0,100,0.08371386099992773,759.724,733.715,0.0,0.0,116.701,120.772,191.477,195.056,69.534,74.502,181.669,185.8,306.631,328.063,106.989,107.088,116.701,103.44,191.477,178.124,69.534,41.265,177.844,185.452,293.691,326.866,70.528,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:47:29,ravindu,SUCCESS,100.0,100.0,100,0.06431198782910741,792.637,733.715,0.0,0.0,124.49,120.772,189.167,195.056,65.98,74.502,173.609,185.8,302.935,328.063,73.002,107.088,102.383,103.44,189.167,178.124,37.944,41.265,172.038,185.452,294.611,326.866,73.989,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:48:10,ravindu,DENIED,52.0,20.0,100,-0.6599233595431906,36.855,733.715,0.0,0.0,115.862,120.772,187.427,195.056,70.973,74.502,178.184,185.8,356.083,328.063,74.69,107.088,108.392,103.44,187.427,178.124,36.929,41.265,177.889,185.452,353.787,326.866,86.011,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:48:13,ravindu,SUCCESS,100.0,100.0,100,0.09693154381155367,779.768,733.715,0.0,0.0,115.225,120.772,185.923,195.056,69.072,74.502,178.06,185.8,338.07,328.063,117.473,107.088,101.514,103.44,185.923,178.124,35.474,41.265,173.31,185.452,336.039,326.866,77.603,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:48:21,ravindu,DENIED,52.0,20.0,100,-0.5358378046922483,200.998,733.715,0.0,0.0,116.37,120.772,182.792,195.056,71.998,74.502,182.395,185.8,307.52,328.063,110.101,107.088,116.37,103.44,182.792,178.124,71.998,41.265,185.28,185.452,304.685,326.866,106.996,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-26 23:48:24,ravindu,SUCCESS,100.0,100.0,100,0.12531854568740752,766.253,733.715,0.0,0.0,124.704,120.772,189.462,195.056,77.997,74.502,182.525,185.8,369.349,328.063,109.335,107.088,108.792,103.44,187.212,178.124,30.339,41.265,183.161,185.452,332.769,326.866,77.487,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-27 13:29:14,ravindu,DENIED,48.0,20.0,90,-0.5222428678194168,232.312,733.715,0.0,0.0,105.849,120.772,151.61,195.056,71.819,74.502,160.593,185.8,316.309,328.063,73.214,107.088,94.769,103.44,151.61,178.124,38.134,41.265,167.747,185.452,357.904,326.866,72.819,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,192.168.54.2,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-27 13:29:20,ravindu,SUCCESS,90.0,90.0,90,-0.04606145644956072,819.62,733.715,0.0,0.0,101.873,120.772,152.751,195.056,73.501,74.502,168.044,185.8,391.981,328.063,74.503,107.088,101.873,103.44,152.751,178.124,73.501,41.265,168.042,185.452,393.757,326.866,74.493,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,192.168.54.2,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-30 20:39:32,ravindu,SUCCESS,100.0,100.0,100,0.12855152396660874,718.663,733.715,0.0,0.0,124.118,120.772,189.961,195.056,74.164,74.502,183.034,185.8,338.226,328.063,75.034,107.088,101.518,103.44,189.961,178.124,36.136,41.265,189.746,185.452,342.062,326.866,74.164,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-30 20:42:34,ravindu,DENIED,52.0,20.0,100,-0.7739501956482241,23.111,733.715,15.0,0.0,138.865,120.772,190.203,195.056,110.237,74.502,350.845,185.8,2271.872,328.063,74.931,107.088,113.156,103.44,187.679,178.124,37.469,41.265,350.955,185.452,2272.213,326.866,73.812,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
2026-01-30 20:42:38,ravindu,SUCCESS,100.0,100.0,100,0.04544121933745604,740.961,733.715,0.0,0.0,131.621,120.772,187.604,195.056,110.813,74.502,184.105,185.8,302.03,328.063,112.409,107.088,93.979,103.44,152.831,178.124,36.68,41.265,183.815,185.452,343.48,326.866,77.857,65.382,837e8ad2-3fad-493f-8845-ca8c0818970a,2c:6d:c1:10:c6:af,172.20.10.8,DESKTOP-MDVTJUT,SECURE_GATEWAY_V1
